ai_050_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_029_005/cam_02 0024 0026 0028 0030 0031 0032 0033 0034
ai_048_007/cam_02 0066 0068 0070 0072 0082 0083 0084 0085
ai_023_010/cam_00 0030 0037 0038 0039 0040 0041 0042 0043
ai_018_004/cam_00 0030 0033 0035 0036 0037 0038 0039 0040
ai_035_009/cam_00 0000 0001 0002 0003 0004 0005 0006 0009
ai_017_008/cam_02 0030 0032 0034 0035 0036 0037 0038 0039
ai_023_002/cam_01 0066 0068 0069 0070 0071 0072 0073 0074
ai_006_009/cam_02 0023 0025 0027 0029 0030 0031 0032 0033
ai_003_002/cam_01 0001 0034 0092 0094 0096 0097 0098 0099
ai_038_004/cam_00 0060 0062 0064 0066 0067 0068 0069 0070
ai_043_008/cam_01 0045 0047 0049 0050 0051 0052 0053 0054
ai_052_004/cam_01 0020 0031 0032 0033 0035 0037 0049 0053
ai_042_005/cam_00 0030 0032 0033 0034 0036 0051 0052 0053
ai_018_003/cam_00 0018 0020 0022 0024 0025 0026 0027 0028
ai_047_006/cam_00 0048 0050 0052 0053 0054 0055 0056 0057
ai_054_010/cam_00 0063 0064 0066 0068 0070 0071 0072 0073
ai_054_004/cam_00 0098 0096 0094 0092 0090 0089 0087 0078
ai_018_003/cam_00 0086 0034 0016 0014 0013 0011 0007 0005
ai_006_001/cam_00 0075 0077 0079 0080 0081 0082 0083 0084
ai_014_010/cam_00 0098 0096 0093 0091 0089 0073 0068 0067
ai_045_001/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_001_009/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_047_006/cam_00 0098 0097 0095 0085 0059 0046 0040 0037
ai_021_009/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_050_001/cam_03 0003 0004 0006 0008 0015 0018 0020 0021
ai_022_005/cam_00 0041 0043 0044 0046 0050 0052 0053 0054
ai_027_009/cam_00 0021 0023 0025 0027 0028 0029 0030 0032
ai_018_010/cam_01 0075 0077 0079 0080 0081 0082 0083 0084
ai_028_003/cam_00 0051 0053 0055 0056 0057 0058 0059 0060
ai_016_010/cam_00 0084 0086 0088 0089 0090 0091 0092 0093
ai_043_008/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_012_001/cam_00 0024 0026 0027 0028 0029 0033 0034 0035
ai_026_009/cam_00 0054 0056 0058 0059 0060 0061 0062 0063
ai_043_010/cam_00 0090 0092 0094 0095 0096 0097 0098 0099
ai_003_004/cam_01 0057 0063 0066 0072 0074 0077 0080 0081
ai_027_008/cam_01 0045 0047 0048 0049 0050 0051 0052 0053
ai_055_006/cam_00 0041 0043 0044 0046 0049 0055 0094 0096
ai_050_004/cam_03 0066 0070 0072 0073 0074 0075 0076 0078
ai_048_005/cam_01 0057 0059 0061 0063 0064 0065 0066 0067
ai_042_002/cam_01 0021 0023 0025 0029 0030 0031 0032 0033
ai_018_004/cam_00 0069 0071 0073 0074 0076 0078 0079 0080
ai_039_004/cam_01 0033 0035 0038 0039 0040 0041 0042 0043
ai_022_002/cam_00 0080 0052 0050 0049 0041 0034 0004 0002
ai_005_009/cam_00 0048 0050 0052 0053 0054 0055 0056 0057
ai_018_004/cam_01 0086 0088 0090 0092 0094 0095 0096 0097
ai_027_003/cam_01 0058 0059 0061 0063 0065 0066 0067 0068
ai_022_004/cam_01 0071 0073 0076 0081 0082 0083 0084 0085
ai_050_001/cam_01 0039 0041 0042 0043 0044 0045 0046 0047
ai_037_003/cam_00 0098 0097 0096 0094 0092 0091 0089 0085
ai_042_002/cam_01 0039 0042 0043 0044 0045 0046 0047 0048
ai_043_005/cam_00 0036 0037 0039 0041 0042 0043 0044 0045
ai_046_003/cam_01 0068 0070 0072 0074 0075 0076 0077 0078
ai_050_005/cam_01 0054 0056 0057 0058 0059 0060 0061 0062
ai_021_007/cam_00 0098 0097 0096 0095 0094 0093 0034 0032
ai_052_008/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_045_004/cam_01 0077 0074 0067 0046 0044 0043 0041 0028
ai_011_008/cam_01 0018 0049 0050 0051 0052 0053 0054 0055
ai_037_003/cam_00 0087 0088 0090 0092 0093 0094 0095 0096
ai_010_002/cam_00 0042 0044 0045 0047 0049 0050 0051 0052
ai_039_007/cam_00 0081 0083 0084 0085 0086 0087 0088 0089
ai_051_003/cam_03 0032 0025 0023 0021 0020 0004 0002 0000
ai_029_001/cam_02 0066 0068 0069 0071 0073 0074 0075 0076
ai_036_005/cam_00 0042 0044 0045 0047 0049 0050 0051 0052
ai_007_004/cam_03 0004 0006 0008 0009 0010 0011 0012 0013
ai_043_008/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_036_002/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_001_003/cam_00 0078 0080 0082 0083 0086 0088 0090 0091
ai_027_009/cam_00 0079 0081 0083 0085 0087 0088 0090 0092
ai_053_001/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_044_009/cam_01 0023 0025 0070 0073 0076 0079 0089 0091
ai_004_008/cam_00 0015 0018 0020 0022 0023 0024 0025 0026
ai_030_002/cam_00 0036 0038 0040 0042 0043 0044 0045 0046
ai_036_003/cam_01 0084 0086 0087 0089 0091 0092 0093 0094
ai_045_010/cam_02 0074 0076 0077 0079 0081 0083 0085 0087
ai_027_009/cam_02 0018 0043 0044 0045 0046 0047 0048 0049
ai_001_006/cam_00 0031 0037 0038 0039 0040 0041 0042 0043
ai_048_004/cam_01 0098 0097 0096 0094 0092 0090 0088 0086
ai_007_009/cam_00 0099 0098 0097 0096 0095 0093 0091 0000
ai_050_003/cam_04 0085 0087 0088 0090 0092 0093 0094 0095
ai_026_004/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_007_002/cam_00 0051 0053 0054 0055 0057 0060 0061 0062
ai_018_006/cam_00 0029 0032 0040 0052 0056 0058 0062 0074
ai_051_002/cam_06 0060 0064 0065 0066 0067 0068 0069 0070
ai_050_001/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_006_004/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_015_008/cam_00 0006 0008 0035 0036 0037 0038 0039 0040
ai_033_001/cam_00 0054 0056 0059 0061 0062 0063 0064 0065
ai_029_005/cam_01 0066 0068 0069 0071 0073 0074 0075 0076
ai_048_006/cam_03 0066 0067 0069 0071 0072 0073 0074 0075
ai_026_014/cam_00 0033 0035 0036 0037 0038 0039 0040 0042
ai_002_007/cam_00 0087 0089 0091 0092 0093 0094 0095 0096
ai_048_006/cam_01 0070 0072 0074 0076 0078 0079 0080 0081
ai_054_004/cam_00 0009 0011 0013 0019 0020 0021 0022 0023
ai_026_019/cam_01 0069 0071 0073 0075 0076 0077 0078 0079
ai_011_006/cam_00 0042 0045 0050 0052 0053 0054 0055 0056
ai_055_007/cam_00 0060 0066 0068 0070 0071 0072 0073 0074
ai_050_004/cam_04 0051 0052 0054 0056 0057 0058 0059 0060
ai_050_004/cam_01 0048 0051 0053 0055 0056 0057 0058 0059
ai_011_006/cam_01 0049 0051 0053 0054 0055 0056 0057 0058
ai_029_005/cam_02 0015 0017 0018 0019 0020 0021 0022 0023
ai_018_009/cam_01 0021 0030 0031 0032 0033 0034 0035 0036
ai_042_002/cam_01 0050 0054 0056 0063 0064 0065 0066 0067
ai_017_002/cam_00 0084 0087 0089 0090 0091 0092 0093 0094
ai_048_003/cam_03 0048 0050 0053 0054 0055 0056 0057 0058
ai_008_001/cam_02 0010 0012 0014 0016 0032 0033 0034 0035
ai_042_001/cam_01 0057 0058 0060 0062 0064 0065 0066 0067
ai_007_010/cam_00 0052 0054 0055 0057 0061 0062 0063 0064
ai_017_008/cam_01 0098 0096 0094 0092 0073 0070 0067 0049
ai_010_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_051_002/cam_05 0038 0040 0042 0044 0046 0047 0048 0049
ai_002_006/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_015_008/cam_00 0084 0092 0093 0094 0095 0096 0097 0098
ai_018_007/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_002_001/cam_00 0048 0050 0051 0052 0053 0054 0055 0056
ai_001_006/cam_02 0081 0083 0085 0087 0089 0090 0091 0092
ai_052_008/cam_00 0095 0089 0085 0083 0081 0079 0068 0040
ai_004_007/cam_00 0099 0098 0096 0094 0051 0042 0027 0001
ai_053_004/cam_00 0056 0055 0051 0048 0046 0045 0043 0030
ai_017_010/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_028_001/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_003_008/cam_01 0022 0024 0025 0026 0027 0028 0029 0030
ai_055_004/cam_00 0048 0050 0051 0053 0055 0056 0057 0058
ai_001_005/cam_03 0048 0049 0051 0053 0054 0055 0056 0057
ai_042_003/cam_01 0024 0026 0027 0029 0031 0032 0033 0034
ai_005_008/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_018_009/cam_00 0045 0046 0047 0048 0049 0050 0051 0052
ai_036_003/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_022_002/cam_00 0039 0040 0042 0044 0046 0047 0048 0049
ai_053_008/cam_00 0045 0047 0049 0051 0052 0053 0054 0055
ai_027_008/cam_02 0015 0017 0018 0019 0021 0023 0024 0025
ai_027_006/cam_01 0084 0086 0088 0090 0091 0092 0093 0094
ai_043_006/cam_00 0003 0006 0027 0028 0029 0030 0040 0041
ai_016_010/cam_00 0042 0043 0045 0047 0048 0049 0050 0051
ai_027_006/cam_00 0012 0014 0016 0018 0020 0022 0023 0024
ai_054_001/cam_00 0095 0093 0085 0079 0076 0019 0017 0016
ai_019_004/cam_00 0017 0026 0027 0029 0031 0035 0037 0038
ai_003_009/cam_01 0081 0084 0090 0091 0093 0095 0096 0097
ai_012_001/cam_00 0015 0017 0020 0050 0051 0052 0053 0054
ai_041_005/cam_01 0009 0011 0013 0014 0015 0016 0017 0018
ai_008_004/cam_01 0016 0018 0020 0022 0023 0024 0025 0026
ai_036_003/cam_03 0000 0001 0002 0003 0004 0005 0006 0007
ai_052_004/cam_00 0098 0094 0092 0090 0088 0074 0068 0056
ai_006_003/cam_00 0057 0059 0067 0068 0069 0070 0071 0072
ai_001_008/cam_00 0044 0040 0035 0034 0032 0004 0002 0000
ai_053_018/cam_00 0081 0082 0084 0086 0088 0089 0091 0092
ai_048_003/cam_03 0075 0077 0079 0080 0081 0082 0083 0084
ai_050_003/cam_02 0035 0041 0043 0044 0046 0050 0052 0056
ai_032_003/cam_00 0063 0065 0066 0069 0071 0075 0078 0080
ai_001_008/cam_00 0075 0076 0078 0080 0081 0082 0083 0084
ai_055_005/cam_01 0021 0023 0025 0027 0028 0029 0030 0031
ai_050_005/cam_05 0006 0008 0010 0012 0013 0014 0015 0016
ai_008_001/cam_03 0052 0054 0056 0058 0059 0060 0061 0062
ai_042_001/cam_00 0018 0020 0021 0023 0025 0026 0027 0028
ai_011_005/cam_01 0061 0063 0065 0066 0067 0068 0069 0070
ai_034_001/cam_01 0054 0060 0062 0068 0090 0094 0097 0099
ai_027_008/cam_01 0024 0026 0027 0029 0031 0032 0033 0034
ai_032_002/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_001_005/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_054_003/cam_01 0045 0047 0049 0051 0052 0053 0054 0055
ai_037_003/cam_00 0047 0049 0053 0055 0067 0093 0097 0099
ai_021_008/cam_01 0087 0089 0091 0093 0094 0095 0096 0097
ai_017_005/cam_00 0081 0086 0088 0089 0090 0091 0092 0093
ai_043_008/cam_00 0063 0065 0066 0068 0070 0071 0073 0075
ai_017_006/cam_00 0060 0061 0063 0065 0067 0068 0069 0070
ai_050_004/cam_00 0084 0085 0086 0087 0088 0089 0090 0091
ai_047_001/cam_00 0015 0017 0018 0019 0020 0021 0023 0024
ai_046_003/cam_01 0071 0073 0075 0077 0079 0080 0081 0082
ai_036_002/cam_00 0030 0032 0033 0035 0037 0038 0039 0040
ai_032_002/cam_00 0087 0089 0091 0093 0094 0095 0096 0097
ai_023_006/cam_02 0043 0067 0085 0090 0093 0095 0097 0099
ai_028_002/cam_00 0036 0038 0039 0041 0043 0044 0045 0046
ai_001_001/cam_00 0095 0092 0090 0050 0048 0027 0026 0025
ai_042_005/cam_00 0023 0040 0045 0048 0049 0052 0055 0056
ai_032_009/cam_00 0038 0039 0040 0041 0043 0045 0047 0048
ai_048_006/cam_03 0060 0061 0063 0065 0067 0068 0069 0070
ai_001_005/cam_03 0063 0064 0066 0068 0069 0070 0071 0072
ai_048_009/cam_01 0036 0038 0040 0041 0042 0043 0044 0045
ai_032_002/cam_00 0048 0050 0051 0052 0053 0054 0055 0056
ai_036_002/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_017_003/cam_00 0003 0006 0008 0009 0010 0011 0012 0013
ai_004_006/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_035_008/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_041_009/cam_00 0016 0018 0021 0023 0025 0026 0027 0028
ai_046_007/cam_00 0072 0075 0077 0079 0081 0082 0083 0084
ai_027_006/cam_02 0060 0062 0063 0064 0065 0066 0067 0068
ai_034_005/cam_01 0048 0050 0052 0053 0054 0055 0056 0057
ai_036_001/cam_01 0058 0059 0061 0063 0065 0066 0067 0068
ai_006_006/cam_02 0042 0044 0046 0047 0048 0049 0054 0056
ai_016_009/cam_03 0024 0026 0030 0036 0051 0094 0096 0099
ai_010_002/cam_00 0024 0026 0028 0030 0032 0034 0036 0037
ai_030_010/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_017_009/cam_00 0024 0029 0035 0038 0041 0044 0050 0060
ai_009_006/cam_00 0002 0005 0026 0027 0029 0032 0035 0047
ai_009_004/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_006_002/cam_01 0021 0023 0026 0028 0030 0031 0032 0033
ai_046_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_026_013/cam_03 0068 0062 0059 0038 0023 0018 0017 0015
ai_027_008/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_019_003/cam_00 0002 0004 0007 0008 0010 0032 0034 0037
ai_018_002/cam_00 0009 0012 0013 0015 0017 0018 0019 0020
ai_022_004/cam_00 0078 0080 0082 0083 0084 0085 0086 0087
ai_006_001/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_037_005/cam_01 0082 0083 0085 0087 0089 0091 0093 0095
ai_019_006/cam_00 0038 0040 0041 0055 0056 0058 0062 0064
ai_018_003/cam_01 0042 0045 0047 0049 0050 0051 0052 0053
ai_051_002/cam_06 0018 0020 0021 0022 0023 0024 0025 0026
ai_043_006/cam_01 0012 0014 0016 0017 0018 0019 0020 0021
ai_045_004/cam_01 0057 0059 0061 0063 0064 0065 0066 0067
ai_021_009/cam_01 0084 0086 0087 0088 0089 0090 0092 0094
ai_051_003/cam_02 0027 0029 0034 0036 0038 0040 0041 0042
ai_018_006/cam_01 0086 0089 0091 0093 0094 0096 0097 0098
ai_019_004/cam_00 0027 0028 0030 0032 0034 0035 0036 0037
ai_039_005/cam_00 0098 0097 0096 0095 0092 0090 0088 0086
ai_042_004/cam_01 0036 0041 0042 0043 0044 0045 0046 0047
ai_010_006/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_039_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_047_004/cam_00 0045 0047 0048 0049 0050 0051 0052 0053
ai_036_010/cam_00 0066 0068 0070 0072 0077 0078 0079 0080
ai_044_009/cam_01 0006 0008 0010 0014 0015 0016 0017 0018
ai_050_005/cam_02 0024 0026 0027 0029 0034 0035 0036 0037
ai_037_007/cam_00 0080 0083 0084 0085 0086 0087 0088 0089
ai_027_004/cam_00 0009 0011 0013 0015 0018 0019 0020 0021
ai_050_001/cam_03 0043 0045 0047 0049 0050 0051 0052 0053
ai_048_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_045_006/cam_01 0060 0062 0064 0066 0067 0068 0069 0070
ai_053_016/cam_00 0005 0049 0052 0061 0063 0065 0067 0071
ai_042_002/cam_01 0018 0020 0022 0023 0024 0025 0026 0029
ai_008_003/cam_00 0059 0061 0063 0065 0066 0067 0068 0069
ai_039_009/cam_00 0054 0056 0057 0058 0059 0060 0061 0062
ai_008_002/cam_00 0015 0017 0019 0020 0021 0022 0023 0024
ai_022_007/cam_00 0028 0057 0058 0063 0067 0077 0079 0083
ai_048_002/cam_01 0002 0004 0014 0016 0017 0019 0022 0041
ai_003_009/cam_01 0003 0005 0015 0017 0018 0020 0026 0048
ai_042_002/cam_01 0012 0014 0016 0018 0019 0020 0021 0022
ai_045_001/cam_03 0033 0036 0037 0038 0039 0040 0041 0042
ai_011_008/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_017_005/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_037_001/cam_00 0048 0050 0052 0054 0056 0057 0058 0059
ai_007_004/cam_03 0079 0081 0082 0084 0086 0087 0088 0089
ai_001_001/cam_00 0071 0073 0075 0076 0077 0078 0079 0080
ai_053_012/cam_00 0022 0025 0051 0052 0054 0057 0063 0066
ai_008_009/cam_00 0067 0069 0071 0072 0074 0076 0078 0079
ai_018_004/cam_00 0081 0083 0084 0085 0086 0087 0088 0089
ai_033_008/cam_00 0067 0069 0070 0074 0075 0076 0077 0078
ai_043_010/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_030_010/cam_00 0079 0081 0082 0083 0085 0089 0090 0091
ai_016_003/cam_00 0011 0014 0016 0018 0020 0022 0023 0024
ai_048_006/cam_03 0057 0059 0061 0062 0063 0064 0065 0066
ai_053_013/cam_00 0027 0029 0040 0042 0044 0049 0051 0053
ai_036_001/cam_01 0025 0027 0028 0029 0030 0031 0032 0033
ai_042_005/cam_01 0030 0032 0034 0035 0036 0037 0038 0039
ai_004_007/cam_01 0064 0062 0050 0039 0037 0036 0034 0023
ai_050_005/cam_04 0028 0030 0032 0033 0034 0035 0037 0039
ai_042_004/cam_01 0063 0065 0067 0068 0069 0070 0072 0080
ai_018_004/cam_01 0038 0039 0041 0043 0045 0046 0047 0048
ai_003_005/cam_01 0003 0005 0015 0017 0018 0020 0023 0026
ai_003_001/cam_01 0002 0004 0020 0022 0040 0091 0093 0095
ai_008_009/cam_00 0051 0053 0055 0057 0059 0060 0061 0063
ai_015_008/cam_00 0066 0068 0069 0071 0073 0074 0075 0076
ai_017_010/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_026_019/cam_01 0021 0022 0089 0090 0091 0092 0093 0094
ai_018_002/cam_00 0045 0046 0048 0050 0052 0053 0054 0055
ai_006_009/cam_02 0047 0049 0050 0052 0068 0069 0070 0071
ai_027_007/cam_01 0063 0065 0067 0069 0070 0071 0072 0073
ai_050_005/cam_03 0041 0059 0074 0089 0091 0093 0094 0096
ai_051_005/cam_02 0006 0008 0013 0014 0015 0016 0017 0018
ai_053_008/cam_00 0042 0044 0045 0046 0047 0048 0049 0050
ai_045_001/cam_02 0060 0062 0087 0088 0089 0090 0091 0092
ai_019_007/cam_00 0033 0035 0036 0037 0039 0041 0043 0044
ai_006_001/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_052_006/cam_01 0029 0031 0055 0058 0062 0064 0068 0070
ai_011_001/cam_00 0017 0019 0021 0023 0025 0028 0040 0041
ai_042_001/cam_01 0030 0031 0032 0033 0034 0035 0036 0037
ai_044_010/cam_01 0067 0070 0071 0072 0073 0074 0075 0076
ai_016_009/cam_03 0098 0095 0083 0081 0077 0075 0071 0066
ai_037_007/cam_00 0041 0044 0046 0048 0049 0050 0051 0052
ai_037_007/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_042_002/cam_01 0047 0049 0051 0053 0054 0055 0056 0057
ai_027_003/cam_01 0055 0057 0059 0060 0061 0062 0063 0064
ai_052_010/cam_01 0099 0098 0097 0095 0093 0091 0090 0000
ai_050_004/cam_04 0003 0005 0007 0008 0009 0010 0011 0012
ai_048_007/cam_01 0057 0059 0061 0063 0064 0065 0066 0067
ai_036_003/cam_03 0035 0037 0040 0043 0046 0050 0052 0056
ai_016_006/cam_00 0033 0036 0046 0047 0048 0049 0050 0051
ai_021_009/cam_00 0057 0059 0061 0063 0065 0066 0067 0068
ai_026_003/cam_00 0075 0077 0079 0081 0082 0083 0084 0085
ai_002_008/cam_00 0030 0031 0033 0035 0036 0037 0038 0039
ai_047_004/cam_00 0048 0050 0052 0054 0055 0056 0057 0058
ai_034_005/cam_00 0039 0041 0043 0044 0045 0046 0047 0048
ai_023_010/cam_02 0075 0077 0078 0080 0082 0083 0084 0085
ai_048_005/cam_01 0001 0002 0003 0004 0005 0006 0007 0008
ai_050_005/cam_01 0021 0023 0025 0027 0028 0029 0030 0031
ai_010_009/cam_01 0098 0085 0056 0045 0044 0027 0020 0018
ai_030_005/cam_00 0036 0038 0040 0041 0043 0045 0048 0049
ai_053_017/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_036_002/cam_01 0030 0032 0033 0035 0037 0038 0039 0040
ai_012_010/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_008_001/cam_03 0021 0022 0026 0030 0032 0033 0034 0035
ai_048_002/cam_02 0041 0039 0038 0032 0019 0016 0014 0004
ai_027_003/cam_05 0007 0008 0013 0014 0015 0020 0028 0030
ai_034_001/cam_00 0064 0065 0067 0069 0070 0071 0072 0073
ai_027_006/cam_01 0033 0035 0037 0038 0039 0040 0041 0052
ai_035_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_053_016/cam_00 0048 0050 0051 0053 0055 0057 0058 0059
ai_023_010/cam_01 0045 0047 0049 0051 0052 0053 0054 0055
ai_044_007/cam_01 0081 0083 0085 0087 0088 0089 0090 0091
ai_023_010/cam_02 0009 0011 0013 0015 0017 0018 0019 0020
ai_007_009/cam_01 0042 0044 0045 0046 0047 0048 0049 0050
ai_054_008/cam_00 0035 0037 0039 0041 0043 0044 0045 0046
ai_027_003/cam_03 0082 0084 0085 0090 0092 0093 0094 0095
ai_050_005/cam_05 0072 0074 0075 0077 0079 0080 0081 0082
ai_027_006/cam_02 0006 0008 0010 0012 0013 0014 0015 0016
ai_053_008/cam_00 0069 0071 0072 0073 0074 0075 0076 0077
ai_004_008/cam_00 0095 0093 0092 0090 0083 0082 0041 0004
ai_036_007/cam_00 0005 0032 0034 0036 0038 0040 0050 0052
ai_029_003/cam_00 0038 0040 0053 0056 0068 0077 0092 0097
ai_015_005/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_054_001/cam_01 0084 0086 0088 0090 0091 0092 0093 0094
ai_046_003/cam_01 0086 0088 0089 0091 0093 0094 0095 0096
ai_045_005/cam_02 0069 0071 0073 0075 0086 0087 0088 0089
ai_002_010/cam_00 0092 0093 0094 0095 0096 0097 0098 0099
ai_037_004/cam_00 0009 0011 0013 0014 0016 0018 0019 0020
ai_002_003/cam_00 0066 0067 0073 0074 0075 0076 0077 0078
ai_018_008/cam_01 0012 0014 0015 0017 0019 0020 0021 0022
ai_014_010/cam_00 0018 0020 0022 0023 0024 0025 0026 0027
ai_048_007/cam_00 0013 0014 0017 0019 0020 0021 0022 0023
ai_031_001/cam_00 0057 0059 0060 0061 0062 0063 0065 0067
ai_007_008/cam_01 0007 0009 0014 0015 0016 0017 0018 0019
ai_044_010/cam_01 0098 0097 0096 0093 0092 0090 0059 0057
ai_050_004/cam_01 0078 0079 0081 0083 0084 0085 0086 0087
ai_037_004/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_027_003/cam_03 0061 0063 0065 0067 0068 0069 0070 0071
ai_027_010/cam_02 0009 0011 0013 0015 0017 0018 0019 0020
ai_037_003/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_050_001/cam_00 0012 0013 0015 0017 0019 0020 0021 0022
ai_007_005/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_002_005/cam_00 0042 0043 0045 0046 0047 0048 0049 0050
ai_018_010/cam_00 0054 0056 0057 0059 0061 0063 0064 0065
ai_048_007/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_011_009/cam_00 0098 0097 0095 0092 0090 0076 0073 0071
ai_019_006/cam_01 0067 0068 0070 0072 0074 0075 0076 0077
ai_008_001/cam_02 0003 0005 0015 0017 0018 0019 0021 0023
ai_003_004/cam_01 0010 0012 0014 0015 0017 0019 0020 0021
ai_027_006/cam_02 0084 0086 0088 0089 0090 0091 0092 0093
ai_055_003/cam_00 0078 0081 0083 0084 0085 0086 0087 0088
ai_033_008/cam_00 0073 0075 0077 0079 0080 0081 0082 0083
ai_044_010/cam_03 0034 0036 0038 0040 0041 0042 0043 0044
ai_054_006/cam_01 0000 0001 0050 0089 0090 0091 0092 0094
ai_028_001/cam_00 0065 0028 0022 0017 0016 0014 0002 0000
ai_022_005/cam_00 0003 0091 0092 0093 0094 0095 0096 0097
ai_004_008/cam_00 0057 0059 0062 0063 0064 0065 0066 0067
ai_022_002/cam_00 0072 0074 0076 0078 0079 0080 0081 0082
ai_027_006/cam_00 0087 0088 0090 0092 0094 0095 0096 0097
ai_033_005/cam_00 0078 0080 0082 0084 0085 0086 0087 0088
ai_013_009/cam_00 0018 0020 0021 0030 0032 0034 0035 0037
ai_053_006/cam_00 0078 0080 0082 0084 0085 0086 0087 0088
ai_003_001/cam_01 0048 0050 0051 0052 0053 0054 0055 0056
ai_017_010/cam_02 0024 0026 0027 0028 0029 0030 0031 0032
ai_017_004/cam_00 0036 0038 0070 0071 0072 0073 0074 0075
ai_023_008/cam_00 0060 0063 0065 0067 0069 0071 0073 0075
ai_027_010/cam_01 0074 0070 0067 0049 0038 0031 0029 0013
ai_041_005/cam_00 0009 0011 0015 0017 0019 0020 0021 0022
ai_015_008/cam_00 0002 0004 0010 0014 0016 0020 0025 0029
ai_017_008/cam_02 0038 0040 0049 0068 0070 0075 0077 0079
ai_042_003/cam_01 0051 0053 0054 0056 0058 0059 0060 0061
ai_002_005/cam_00 0081 0082 0084 0086 0095 0096 0097 0098
ai_030_009/cam_00 0075 0077 0079 0081 0082 0083 0084 0085
ai_007_005/cam_00 0084 0086 0088 0090 0092 0094 0095 0096
ai_010_006/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_055_007/cam_00 0048 0051 0062 0063 0064 0065 0066 0067
ai_018_007/cam_00 0063 0065 0066 0068 0070 0071 0072 0073
ai_054_001/cam_01 0030 0032 0034 0035 0036 0037 0038 0039
ai_036_001/cam_00 0024 0027 0030 0032 0033 0034 0035 0036
ai_027_007/cam_00 0048 0050 0052 0054 0055 0056 0057 0058
ai_011_009/cam_01 0046 0048 0049 0050 0051 0052 0053 0054
ai_002_007/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_036_001/cam_00 0085 0087 0089 0090 0091 0092 0093 0094
ai_011_008/cam_01 0090 0091 0093 0094 0095 0096 0097 0098
ai_010_008/cam_00 0057 0059 0060 0061 0062 0063 0064 0065
ai_017_010/cam_03 0070 0072 0074 0076 0077 0078 0079 0080
ai_010_001/cam_00 0060 0061 0062 0063 0064 0065 0066 0067
ai_050_005/cam_06 0038 0040 0043 0044 0046 0052 0065 0067
ai_054_003/cam_01 0048 0050 0052 0054 0056 0057 0058 0059
ai_048_003/cam_00 0066 0067 0068 0070 0072 0073 0075 0077
ai_029_001/cam_01 0077 0079 0080 0081 0082 0083 0084 0085
ai_006_010/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_053_016/cam_00 0054 0056 0058 0060 0061 0062 0063 0064
